1:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.RectangleInsets:37:1902273207559319996L |==> 0L
801:COR:this.equals(RectangleAnchor.TOP_LEFT):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:261:this.equals(RectangleAnchor.TOP_LEFT) |==> true
802:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:262:result = RectangleAnchor.TOP_LEFT |==> <NO-OP>
803:COR:this.equals(RectangleAnchor.TOP_RIGHT):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:264:this.equals(RectangleAnchor.TOP_RIGHT) |==> false
804:COR:this.equals(RectangleAnchor.TOP_RIGHT):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:264:this.equals(RectangleAnchor.TOP_RIGHT) |==> true
805:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:265:result = RectangleAnchor.TOP_RIGHT |==> <NO-OP>
806:COR:this.equals(RectangleAnchor.BOTTOM_LEFT):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:267:this.equals(RectangleAnchor.BOTTOM_LEFT) |==> false
807:COR:this.equals(RectangleAnchor.BOTTOM_LEFT):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:267:this.equals(RectangleAnchor.BOTTOM_LEFT) |==> true
808:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:268:result = RectangleAnchor.BOTTOM_LEFT |==> <NO-OP>
809:COR:this.equals(RectangleAnchor.BOTTOM_RIGHT):TRUE:org.jfree.chart.util.RectangleAnchor@readResolve:270:this.equals(RectangleAnchor.BOTTOM_RIGHT) |==> false
810:COR:this.equals(RectangleAnchor.BOTTOM_RIGHT):FALSE:org.jfree.chart.util.RectangleAnchor@readResolve:270:this.equals(RectangleAnchor.BOTTOM_RIGHT) |==> true
811:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:271:result = RectangleAnchor.BOTTOM_RIGHT |==> <NO-OP>
812:STD:CALL:<NO-OP>:org.jfree.chart.util.RectangleAnchor@readResolve:273:result |==> null
813:STD:ASSIGN:<NO-OP>:org.jfree.chart.plot.Marker:99:-734389651405327166L |==> 0L
814:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:155:0.5F |==> 0.0F
815:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:155:0.5F |==> -0.5F
816:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:155:0.5F |==> 0.0F
817:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:155:0.5F |==> -0.5F
818:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:156:0.8F |==> 0.0F
819:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:156:0.8F |==> -0.8F
820:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@<init>:177:paint == null |==> false
821:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@<init>:178:"Null \'paint\' argument." |==> null
822:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@<init>:180:stroke == null |==> false
823:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@<init>:181:"Null \'stroke\' argument." |==> null
824:LVR:0:POS:org.jfree.chart.plot.Marker@<init>:183:0.0F |==> 1.0F
825:LVR:0:NEG:org.jfree.chart.plot.Marker@<init>:183:0.0F |==> -1.0F
826:ROR:<(float,float):!=(float,float):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F |==> alpha != 0.0F
827:ROR:<(float,float):<=(float,float):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F |==> alpha <= 0.0F
828:ROR:<(float,float):FALSE(float,float):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F |==> false
829:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:183:1.0F |==> 0.0F
830:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:183:1.0F |==> -1.0F
831:ROR:>(float,float):!=(float,float):org.jfree.chart.plot.Marker@<init>:183:alpha > 1.0F |==> alpha != 1.0F
832:ROR:>(float,float):>=(float,float):org.jfree.chart.plot.Marker@<init>:183:alpha > 1.0F |==> alpha >= 1.0F
833:ROR:>(float,float):FALSE(float,float):org.jfree.chart.plot.Marker@<init>:183:alpha > 1.0F |==> false
834:COR:||(boolean,boolean):!=(boolean,boolean):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F || alpha > 1.0F |==> alpha < 0.0F != alpha > 1.0F
835:COR:||(boolean,boolean):LHS(boolean,boolean):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F || alpha > 1.0F |==> alpha < 0.0F
836:COR:||(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F || alpha > 1.0F |==> alpha > 1.0F
837:COR:||(boolean,boolean):TRUE(boolean,boolean):org.jfree.chart.plot.Marker@<init>:183:alpha < 0.0F || alpha > 1.0F |==> true
838:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@<init>:185:"The \'alpha\' value must be in the range 0.0f to 1.0f" |==> null
839:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:187:this.paint = paint |==> <NO-OP>
840:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:188:this.stroke = stroke |==> <NO-OP>
841:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:189:this.outlinePaint = outlinePaint |==> <NO-OP>
842:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:190:this.outlineStroke = outlineStroke |==> <NO-OP>
843:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:191:this.alpha = alpha |==> <NO-OP>
844:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@<init>:193:"SansSerif" |==> null
845:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:193:9 |==> 0
846:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:193:9 |==> -9
847:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:193:this.labelFont = new Font("SansSerif", Font.PLAIN, 9) |==> <NO-OP>
848:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:194:this.labelPaint = Color.black |==> <NO-OP>
849:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:195:this.labelAnchor = RectangleAnchor.TOP_LEFT |==> <NO-OP>
850:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> 0.0
851:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> -3.0
852:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> 0.0
853:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> -3.0
854:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> 0.0
855:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> -3.0
856:LVR:POS:0:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> 0.0
857:LVR:POS:NEG:org.jfree.chart.plot.Marker@<init>:196:3.0 |==> -3.0
858:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:196:this.labelOffset = new RectangleInsets(3.0, 3.0, 3.0, 3.0) |==> <NO-OP>
859:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:197:this.labelOffsetType = LengthAdjustmentType.CONTRACT |==> <NO-OP>
860:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:198:this.labelTextAnchor = TextAnchor.CENTER |==> <NO-OP>
861:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@<init>:200:this.listenerList = new EventListenerList() |==> <NO-OP>
862:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getPaint:211:this.paint |==> null
863:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setPaint:223:paint == null |==> false
864:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setPaint:224:"Null \'paint\' argument." |==> null
865:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setPaint:226:this.paint = paint |==> <NO-OP>
866:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setPaint:227:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
867:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getStroke:238:this.stroke |==> null
868:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setStroke:250:stroke == null |==> false
869:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setStroke:251:"Null \'stroke\' argument." |==> null
870:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setStroke:253:this.stroke = stroke |==> <NO-OP>
871:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setStroke:254:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
872:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getOutlinePaint:265:this.outlinePaint |==> null
873:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setOutlinePaint:277:this.outlinePaint = paint |==> <NO-OP>
874:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setOutlinePaint:278:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
875:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getOutlineStroke:289:this.outlineStroke |==> null
876:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setOutlineStroke:301:this.outlineStroke = stroke |==> <NO-OP>
877:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setOutlineStroke:302:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
878:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getAlpha:313:this.alpha |==> 0.0F
879:LVR:0:POS:org.jfree.chart.plot.Marker@setAlpha:331:0.0F |==> 1.0F
880:LVR:0:NEG:org.jfree.chart.plot.Marker@setAlpha:331:0.0F |==> -1.0F
881:ROR:<(float,float):!=(float,float):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F |==> alpha != 0.0F
882:ROR:<(float,float):<=(float,float):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F |==> alpha <= 0.0F
883:ROR:<(float,float):FALSE(float,float):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F |==> false
884:LVR:POS:0:org.jfree.chart.plot.Marker@setAlpha:331:1.0F |==> 0.0F
885:LVR:POS:NEG:org.jfree.chart.plot.Marker@setAlpha:331:1.0F |==> -1.0F
886:ROR:>(float,float):!=(float,float):org.jfree.chart.plot.Marker@setAlpha:331:alpha > 1.0F |==> alpha != 1.0F
887:ROR:>(float,float):>=(float,float):org.jfree.chart.plot.Marker@setAlpha:331:alpha > 1.0F |==> alpha >= 1.0F
888:ROR:>(float,float):FALSE(float,float):org.jfree.chart.plot.Marker@setAlpha:331:alpha > 1.0F |==> false
889:COR:||(boolean,boolean):!=(boolean,boolean):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F || alpha > 1.0F |==> alpha < 0.0F != alpha > 1.0F
890:COR:||(boolean,boolean):LHS(boolean,boolean):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F || alpha > 1.0F |==> alpha < 0.0F
891:COR:||(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F || alpha > 1.0F |==> alpha > 1.0F
892:COR:||(boolean,boolean):TRUE(boolean,boolean):org.jfree.chart.plot.Marker@setAlpha:331:alpha < 0.0F || alpha > 1.0F |==> true
893:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setAlpha:333:"The \'alpha\' value must be in the range 0.0f to 1.0f" |==> null
894:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setAlpha:334:this.alpha = alpha |==> <NO-OP>
895:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setAlpha:335:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
896:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabel:346:this.label |==> null
897:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabel:358:this.label = label |==> <NO-OP>
898:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabel:359:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
899:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabelFont:370:this.labelFont |==> null
900:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setLabelFont:382:font == null |==> false
901:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setLabelFont:383:"Null \'font\' argument." |==> null
902:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelFont:385:this.labelFont = font |==> <NO-OP>
903:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelFont:386:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
904:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabelPaint:397:this.labelPaint |==> null
905:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setLabelPaint:409:paint == null |==> false
906:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setLabelPaint:410:"Null \'paint\' argument." |==> null
907:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelPaint:412:this.labelPaint = paint |==> <NO-OP>
908:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelPaint:413:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
909:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabelAnchor:425:this.labelAnchor |==> null
910:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setLabelAnchor:438:anchor == null |==> false
911:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setLabelAnchor:439:"Null \'anchor\' argument." |==> null
912:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelAnchor:441:this.labelAnchor = anchor |==> <NO-OP>
913:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelAnchor:442:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
914:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabelOffset:453:this.labelOffset |==> null
915:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setLabelOffset:465:offset == null |==> false
916:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setLabelOffset:466:"Null \'offset\' argument." |==> null
917:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelOffset:468:this.labelOffset = offset |==> <NO-OP>
918:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelOffset:469:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
919:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabelOffsetType:480:this.labelOffsetType |==> null
920:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setLabelOffsetType:492:adj == null |==> false
921:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setLabelOffsetType:493:"Null \'adj\' argument." |==> null
922:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelOffsetType:495:this.labelOffsetType = adj |==> <NO-OP>
923:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelOffsetType:496:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
924:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getLabelTextAnchor:507:this.labelTextAnchor |==> null
925:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@setLabelTextAnchor:519:anchor == null |==> false
926:LVR:<CLASS>:<NULL>:org.jfree.chart.plot.Marker@setLabelTextAnchor:520:"Null \'anchor\' argument." |==> null
927:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelTextAnchor:522:this.labelTextAnchor = anchor |==> <NO-OP>
928:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@setLabelTextAnchor:523:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
929:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@addChangeListener:536:this.listenerList.add(MarkerChangeListener.class, listener) |==> <NO-OP>
930:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@removeChangeListener:549:this.listenerList.remove(MarkerChangeListener.class, listener) |==> <NO-OP>
931:STD:ASSIGN:<NO-OP>:org.jfree.chart.plot.Marker@notifyListeners:561:this.listenerList.getListenerList() |==> null
932:LVR:POS:0:org.jfree.chart.plot.Marker@notifyListeners:562:2 |==> 0
933:LVR:POS:NEG:org.jfree.chart.plot.Marker@notifyListeners:562:2 |==> -2
934:AOR:-(int,int):%(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:listeners.length - 2 |==> listeners.length % 2
935:AOR:-(int,int):*(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:listeners.length - 2 |==> listeners.length * 2
936:AOR:-(int,int):+(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:listeners.length - 2 |==> listeners.length + 2
937:AOR:-(int,int):/(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:listeners.length - 2 |==> listeners.length / 2
938:LVR:0:POS:org.jfree.chart.plot.Marker@notifyListeners:562:0 |==> 1
939:LVR:0:NEG:org.jfree.chart.plot.Marker@notifyListeners:562:0 |==> -1
940:ROR:>=(int,int):==(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:i >= 0 |==> i == 0
941:ROR:>=(int,int):>(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:i >= 0 |==> i > 0
942:ROR:>=(int,int):TRUE(int,int):org.jfree.chart.plot.Marker@notifyListeners:562:i >= 0 |==> true
943:LVR:POS:0:org.jfree.chart.plot.Marker@notifyListeners:562:2 |==> 0
944:LVR:POS:NEG:org.jfree.chart.plot.Marker@notifyListeners:562:2 |==> -2
945:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@notifyListeners:563:listeners[i] == MarkerChangeListener.class |==> false
946:LVR:POS:0:org.jfree.chart.plot.Marker@notifyListeners:564:1 |==> 0
947:LVR:POS:NEG:org.jfree.chart.plot.Marker@notifyListeners:564:1 |==> -1
948:AOR:+(int,int):%(int,int):org.jfree.chart.plot.Marker@notifyListeners:564:i + 1 |==> i % 1
949:AOR:+(int,int):*(int,int):org.jfree.chart.plot.Marker@notifyListeners:564:i + 1 |==> i * 1
950:AOR:+(int,int):-(int,int):org.jfree.chart.plot.Marker@notifyListeners:564:i + 1 |==> i - 1
951:AOR:+(int,int):/(int,int):org.jfree.chart.plot.Marker@notifyListeners:564:i + 1 |==> i / 1
952:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@notifyListeners:564:((MarkerChangeListener)listeners[i + 1]).markerChanged(event) |==> <NO-OP>
953:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@getListeners:580:this.listenerList.getListeners(listenerType) |==> null
954:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@equals:591:obj == this |==> false
955:LVR:TRUE:FALSE:org.jfree.chart.plot.Marker@equals:592:true |==> false
956:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:595:false |==> true
957:STD:ASSIGN:<NO-OP>:org.jfree.chart.plot.Marker@equals:597:(Marker)obj |==> null
958:COR:PaintUtilities.equal(this.paint, that.paint):TRUE:org.jfree.chart.plot.Marker@equals:598:PaintUtilities.equal(this.paint, that.paint) |==> false
959:COR:PaintUtilities.equal(this.paint, that.paint):FALSE:org.jfree.chart.plot.Marker@equals:598:PaintUtilities.equal(this.paint, that.paint) |==> true
960:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:599:false |==> true
961:COR:ObjectUtilities.equal(this.stroke, that.stroke):TRUE:org.jfree.chart.plot.Marker@equals:601:ObjectUtilities.equal(this.stroke, that.stroke) |==> false
962:COR:ObjectUtilities.equal(this.stroke, that.stroke):FALSE:org.jfree.chart.plot.Marker@equals:601:ObjectUtilities.equal(this.stroke, that.stroke) |==> true
963:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:602:false |==> true
964:COR:PaintUtilities.equal(this.outlinePaint, that.outlinePaint):TRUE:org.jfree.chart.plot.Marker@equals:604:PaintUtilities.equal(this.outlinePaint, that.outlinePaint) |==> false
965:COR:PaintUtilities.equal(this.outlinePaint, that.outlinePaint):FALSE:org.jfree.chart.plot.Marker@equals:604:PaintUtilities.equal(this.outlinePaint, that.outlinePaint) |==> true
966:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:605:false |==> true
967:COR:ObjectUtilities.equal(this.outlineStroke, that.outlineStroke):TRUE:org.jfree.chart.plot.Marker@equals:607:ObjectUtilities.equal(this.outlineStroke, that.outlineStroke) |==> false
968:COR:ObjectUtilities.equal(this.outlineStroke, that.outlineStroke):FALSE:org.jfree.chart.plot.Marker@equals:607:ObjectUtilities.equal(this.outlineStroke, that.outlineStroke) |==> true
969:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:608:false |==> true
970:ROR:!=(float,float):<(float,float):org.jfree.chart.plot.Marker@equals:610:this.alpha != that.alpha |==> this.alpha < that.alpha
971:ROR:!=(float,float):>(float,float):org.jfree.chart.plot.Marker@equals:610:this.alpha != that.alpha |==> this.alpha > that.alpha
972:ROR:!=(float,float):TRUE(float,float):org.jfree.chart.plot.Marker@equals:610:this.alpha != that.alpha |==> true
973:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:611:false |==> true
974:COR:ObjectUtilities.equal(this.label, that.label):TRUE:org.jfree.chart.plot.Marker@equals:613:ObjectUtilities.equal(this.label, that.label) |==> false
975:COR:ObjectUtilities.equal(this.label, that.label):FALSE:org.jfree.chart.plot.Marker@equals:613:ObjectUtilities.equal(this.label, that.label) |==> true
976:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:614:false |==> true
977:COR:ObjectUtilities.equal(this.labelFont, that.labelFont):TRUE:org.jfree.chart.plot.Marker@equals:616:ObjectUtilities.equal(this.labelFont, that.labelFont) |==> false
978:COR:ObjectUtilities.equal(this.labelFont, that.labelFont):FALSE:org.jfree.chart.plot.Marker@equals:616:ObjectUtilities.equal(this.labelFont, that.labelFont) |==> true
979:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:617:false |==> true
980:COR:PaintUtilities.equal(this.labelPaint, that.labelPaint):TRUE:org.jfree.chart.plot.Marker@equals:619:PaintUtilities.equal(this.labelPaint, that.labelPaint) |==> false
981:COR:PaintUtilities.equal(this.labelPaint, that.labelPaint):FALSE:org.jfree.chart.plot.Marker@equals:619:PaintUtilities.equal(this.labelPaint, that.labelPaint) |==> true
982:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:620:false |==> true
983:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@equals:622:this.labelAnchor != that.labelAnchor |==> true
984:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:623:false |==> true
985:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.Marker@equals:625:this.labelTextAnchor != that.labelTextAnchor |==> true
986:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:626:false |==> true
987:COR:ObjectUtilities.equal(this.labelOffset, that.labelOffset):TRUE:org.jfree.chart.plot.Marker@equals:628:ObjectUtilities.equal(this.labelOffset, that.labelOffset) |==> false
988:COR:ObjectUtilities.equal(this.labelOffset, that.labelOffset):FALSE:org.jfree.chart.plot.Marker@equals:628:ObjectUtilities.equal(this.labelOffset, that.labelOffset) |==> true
989:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:629:false |==> true
990:COR:this.labelOffsetType.equals(that.labelOffsetType):TRUE:org.jfree.chart.plot.Marker@equals:631:this.labelOffsetType.equals(that.labelOffsetType) |==> false
991:COR:this.labelOffsetType.equals(that.labelOffsetType):FALSE:org.jfree.chart.plot.Marker@equals:631:this.labelOffsetType.equals(that.labelOffsetType) |==> true
992:LVR:FALSE:TRUE:org.jfree.chart.plot.Marker@equals:632:false |==> true
993:LVR:TRUE:FALSE:org.jfree.chart.plot.Marker@equals:634:true |==> false
994:STD:CALL:<NO-OP>:org.jfree.chart.plot.Marker@clone:645:super.clone() |==> null
995:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@writeObject:656:stream.defaultWriteObject() |==> <NO-OP>
996:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@writeObject:657:SerialUtilities.writePaint(this.paint, stream) |==> <NO-OP>
997:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@writeObject:658:SerialUtilities.writeStroke(this.stroke, stream) |==> <NO-OP>
998:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@writeObject:659:SerialUtilities.writePaint(this.outlinePaint, stream) |==> <NO-OP>
999:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@writeObject:660:SerialUtilities.writeStroke(this.outlineStroke, stream) |==> <NO-OP>
1000:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@writeObject:661:SerialUtilities.writePaint(this.labelPaint, stream) |==> <NO-OP>
1001:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:674:stream.defaultReadObject() |==> <NO-OP>
1002:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:675:this.paint = SerialUtilities.readPaint(stream) |==> <NO-OP>
1003:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:676:this.stroke = SerialUtilities.readStroke(stream) |==> <NO-OP>
1004:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:677:this.outlinePaint = SerialUtilities.readPaint(stream) |==> <NO-OP>
1005:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:678:this.outlineStroke = SerialUtilities.readStroke(stream) |==> <NO-OP>
1006:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:679:this.labelPaint = SerialUtilities.readPaint(stream) |==> <NO-OP>
1007:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.Marker@readObject:680:this.listenerList = new EventListenerList() |==> <NO-OP>
1008:STD:ASSIGN:<NO-OP>:org.jfree.chart.text.TextAnchor:57:8219158940496719660L |==> 0L
1009:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:61:"TextAnchor.TOP_LEFT" |==> null
1010:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:65:"TextAnchor.TOP_CENTER" |==> null
